CdCommune;LbCommune;StCommune;DateCreationCommune;DateMajCommune;CdComiteBassin;NumCircAdminBassin;CdEuDistrict;CdBassinDCE
Numéro de la commune;Nom de la Commune;StCommune;DateCreationCommune;DateMajCommune;Code du comité de bassin;Numéro de la circonscription de bassin;Code européen du district hydrographique;Code du bassin DCE
"01001";"L'ABERGEMENT-CLÉMENCIAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01002";"L'ABERGEMENT-DE-VAREY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01004";"AMBÉRIEU-EN-BUGEY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01005";"AMBÉRIEUX-EN-DOMBES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01006";"AMBLÉON";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01007";"AMBRONAY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01008";"AMBUTRIX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01009";"ANDERT-ET-CONDON";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01010";"ANGLEFORT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01011";"APREMONT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01012";"ARANC";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01013";"ARANDAS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01014";"ARBENT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01015";"ARBOYS EN BUGEY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01016";"ARBIGNY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01017";"ARGIS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01019";"ARMIX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01021";"ARS-SUR-FORMANS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01022";"ARTEMARE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01023";"ASNIÈRES-SUR-SAÔNE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01024";"ATTIGNAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01025";"BÂGÉ-LA-VILLE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01026";"BÂGÉ-LE-CHÂTEL";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01027";"BALAN";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01028";"BANEINS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01029";"BEAUPONT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01030";"BEAUREGARD";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01031";"BELLIGNAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01032";"BÉLIGNEUX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01033";"BELLEGARDE-SUR-VALSERINE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01034";"BELLEY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01035";"BELLEYDOUX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01036";"BELMONT-LUTHÉZIEU";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01037";"BÉNONCES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01038";"BÉNY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01039";"BÉON";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01040";"BÉRÉZIAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01041";"BETTANT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01042";"BEY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01043";"BEYNOST";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01044";"BILLIAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01045";"BIRIEUX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01046";"BIZIAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01047";"BLYES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01049";"LA BOISSE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01050";"BOISSEY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01051";"BOLOZON";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01052";"BOULIGNEUX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01053";"BOURG-EN-BRESSE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01054";"BOURG-SAINT-CHRISTOPHE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01056";"BOYEUX-SAINT-JÉRÔME";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01057";"BOZ";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01058";"BRÉGNIER-CORDON";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01059";"BRÉNAZ";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01060";"BRÉNOD";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01061";"BRENS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01062";"BRESSOLLES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01063";"BRION";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01064";"BRIORD";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01065";"BUELLAS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01066";"LA BURBANCHE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01067";"CEIGNES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01068";"CERDON";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01069";"CERTINES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01071";"CESSY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01072";"CEYZÉRIAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01073";"CEYZÉRIEU";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01074";"CHALAMONT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01075";"CHALEINS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01076";"CHALEY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01077";"CHALLES-LA-MONTAGNE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01078";"CHALLEX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01079";"CHAMPAGNE-EN-VALROMEY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01080";"CHAMPDOR-CORCELLES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01081";"CHAMPFROMIER";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01082";"CHANAY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01083";"CHANEINS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01084";"CHANOZ-CHÂTENAY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01085";"LA CHAPELLE-DU-CHÂTELARD";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01087";"CHARIX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01088";"CHARNOZ-SUR-AIN";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01089";"CHÂTEAU-GAILLARD";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01090";"CHÂTENAY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01091";"CHÂTILLON-EN-MICHAILLE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01092";"CHÂTILLON-LA-PALUD";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01093";"CHÂTILLON-SUR-CHALARONNE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01094";"CHAVANNES-SUR-REYSSOUZE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01095";"CHAVANNES-SUR-SURAN";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01096";"CHAVEYRIAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01097";"CHAVORNAY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01098";"CHAZEY-BONS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01099";"CHAZEY-SUR-AIN";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01100";"CHEIGNIEU-LA-BALME";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01101";"CHEVILLARD";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01102";"CHEVROUX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01103";"CHEVRY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01104";"CHÉZERY-FORENS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01105";"CIVRIEUX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01106";"CIZE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01107";"CLEYZIEU";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01108";"COLIGNY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01109";"COLLONGES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01110";"COLOMIEU";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01111";"CONAND";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01112";"CONDAMINE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01113";"CONDEISSIAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01114";"CONFORT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01115";"CONFRANÇON";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01116";"CONTREVOZ";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01117";"CONZIEU";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01118";"CORBONOD";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01121";"CORLIER";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01122";"CORMARANCHE-EN-BUGEY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01123";"CORMORANCHE-SUR-SAÔNE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01124";"CORMOZ";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01125";"CORVEISSIAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01127";"COURMANGOUX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01128";"COURTES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01129";"CRANS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01130";"CRAS-SUR-REYSSOUZE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01133";"CRESSIN-ROCHEFORT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01134";"CROTTET";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01135";"CROZET";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01136";"CRUZILLES-LÈS-MÉPILLAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01138";"CULOZ";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01139";"CURCIAT-DONGALON";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01140";"CURTAFOND";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01141";"CUZIEU";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01142";"DAGNEUX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01143";"DIVONNE-LES-BAINS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01144";"DOMMARTIN";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01145";"DOMPIERRE-SUR-VEYLE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01146";"DOMPIERRE-SUR-CHALARONNE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01147";"DOMSURE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01148";"DORTAN";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01149";"DOUVRES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01150";"DROM";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01151";"DRUILLAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01152";"ÉCHALLON";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01153";"ÉCHENEVEX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01154";"ÉTREZ";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01155";"ÉVOSGES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01156";"FARAMANS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01157";"FAREINS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01158";"FARGES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01159";"FEILLENS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01160";"FERNEY-VOLTAIRE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01162";"FLAXIEU";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01163";"FOISSIAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01165";"FRANCHELEINS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01166";"FRANS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01167";"GARNERANS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01169";"GENOUILLEUX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01170";"BÉARD-GÉOVREISSIAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01171";"GÉOVREISSET";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01172";"GERMAGNAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01173";"GEX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01174";"GIRON";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01175";"GORREVOD";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01177";"GRAND-CORENT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01179";"GRIÈGES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01180";"GRILLY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01181";"GROISSIAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01183";"GUÉREINS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01184";"HAUTECOURT-ROMANÈCHE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01185";"HAUTEVILLE-LOMPNES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01186";"HOSTIAZ";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01187";"HAUT VALROMEY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01188";"ILLIAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01189";"INJOUX-GÉNISSIAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01190";"INNIMOND";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01191";"IZENAVE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01192";"IZERNORE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01193";"IZIEU";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01194";"JASSANS-RIOTTIER";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01195";"JASSERON";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01196";"JAYAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01197";"JOURNANS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01198";"JOYEUX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01199";"JUJURIEUX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01200";"LABALME";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01202";"LAGNIEU";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01203";"LAIZ";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01204";"LE POIZAT-LALLEYRIAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01205";"LANCRANS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01206";"LANTENAY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01207";"LAPEYROUSE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01208";"LAVOURS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01209";"LÉAZ";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01210";"LÉLEX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01211";"LENT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01212";"LESCHEROUX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01213";"LEYMENT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01214";"LEYSSARD";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01215";"LHÔPITAL";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01216";"LHUIS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01218";"LOCHIEU";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01219";"LOMPNAS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01221";"LOMPNIEU";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01224";"LOYETTES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01225";"LURCY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01227";"MAGNIEU";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01228";"MAILLAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01229";"MALAFRETAZ";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01230";"MANTENAY-MONTLIN";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01231";"MANZIAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01232";"MARBOZ";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01233";"MARCHAMP";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01234";"MARIGNIEU";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01235";"MARLIEUX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01236";"MARSONNAS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01237";"MARTIGNAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01238";"MASSIEUX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01239";"MASSIGNIEU-DE-RIVES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01240";"MATAFELON-GRANGES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01241";"MEILLONNAS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01242";"MÉRIGNAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01243";"MESSIMY-SUR-SAÔNE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01244";"MEXIMIEUX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01245";"BOHAS-MEYRIAT-RIGNAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01246";"MÉZÉRIAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01247";"MIJOUX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01248";"MIONNAY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01249";"MIRIBEL";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01250";"MISÉRIEUX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01252";"MOGNENEINS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01254";"MONTAGNAT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01255";"MONTAGNIEU";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01257";"MONTANGES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01258";"MONTCEAUX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
"01259";"MONTCET";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000006";"06";"EU35";"D"
